bedrooms,bathrooms,toilets,parking spaces,type,town,state,price
5.0,6.0,6.0,3.0,detached duplex,Akure,Ondo,60000000.0
5.0,4.0,5.0,5.0,detached duplex,Ibadan,Oyo,35000000.0
4.0,3.0,4.0,4.0,detached bungalow,Ibadan,Oyo,14000000.0
5.0,5.0,5.0,5.0,detached duplex,Magodo,Lagos,300000000.0
4.0,4.0,5.0,4.0,terraced duplex,Mabushi,Abuja,100000000.0
5.0,5.0,5.0,5.0,detached duplex,Magodo,Lagos,250000000.0
4.0,4.0,5.0,2.0,detached duplex,Lekki,Lagos,95000000.0
3.0,3.0,4.0,2.0,terraced duplex,Ajah,Lagos,50000000.0
5.0,5.0,6.0,8.0,detached duplex,Ajah,Lagos,125000000.0
5.0,5.0,6.0,5.0,detached duplex,Guzape District,Abuja,230000000.0
3.0,4.0,4.0,4.0,semi-detached duplex,Lekki,Lagos,95000000.0
4.0,4.0,5.0,2.0,terraced duplex,Guzape District,Abuja,120000000.0
4.0,4.0,5.0,3.0,terraced duplex,Life Camp,Abuja,110000000.0
4.0,4.0,5.0,4.0,detached duplex,Lekki,Lagos,160000000.0
6.0,5.0,6.0,8.0,detached duplex,Alimosho,Lagos,55000000.0
4.0,4.0,5.0,4.0,semi-detached duplex,Ajah,Lagos,70000000.0
6.0,6.0,7.0,5.0,detached duplex,Lekki,Lagos,270000000.0
5.0,5.0,6.0,4.0,detached duplex,Lekki,Lagos,150000000.0
5.0,5.0,6.0,5.0,detached duplex,Lekki,Lagos,120000000.0
4.0,4.0,5.0,5.0,detached duplex,Lekki,Lagos,130000000.0
3.0,3.0,4.0,2.0,terraced duplex,Lekki,Lagos,60000000.0
4.0,4.0,4.0,5.0,semi-detached duplex,Lekki,Lagos,80000000.0
5.0,5.0,6.0,4.0,semi-detached duplex,Guzape District,Abuja,310000000.0
4.0,4.0,5.0,5.0,detached duplex,Lekki,Lagos,140000000.0
4.0,4.0,4.0,4.0,semi-detached duplex,Lekki,Lagos,75000000.0
5.0,5.0,5.0,5.0,detached duplex,Epe,Lagos,10500000.0
5.0,5.0,6.0,4.0,semi-detached duplex,Ikeja,Lagos,160000000.0
4.0,4.0,5.0,4.0,semi-detached duplex,Lekki,Lagos,85000000.0
5.0,5.0,6.0,4.0,semi-detached duplex,Ikoyi,Lagos,360000000.0
5.0,5.0,6.0,4.0,detached duplex,Lekki,Lagos,130000000.0
3.0,3.0,4.0,2.0,terraced duplex,Ikoyi,Lagos,360000000.0
4.0,3.0,4.0,2.0,terraced duplex,Ikoyi,Lagos,250000000.0
4.0,4.0,5.0,3.0,terraced duplex,Ikoyi,Lagos,270000000.0
4.0,4.0,5.0,2.0,terraced duplex,Ikoyi,Lagos,160000000.0
5.0,5.0,6.0,6.0,detached duplex,Lekki,Lagos,120000000.0
5.0,5.0,6.0,6.0,detached duplex,Lekki,Lagos,350000000.0
5.0,5.0,6.0,5.0,detached duplex,Ikeja,Lagos,300000000.0
3.0,3.0,4.0,10.0,detached bungalow,Ibeju Lekki,Lagos,38000000.0
4.0,4.0,5.0,3.0,terraced duplex,Lekki,Lagos,75000000.0
5.0,5.0,6.0,5.0,detached duplex,Lekki,Lagos,400000000.0
3.0,3.0,3.0,4.0,terraced duplex,Lekki,Lagos,80000000.0
3.0,3.0,4.0,2.0,terraced duplex,Lokogoma District,Abuja,35000000.0
4.0,4.0,5.0,5.0,detached duplex,Guzape District,Abuja,230000000.0
4.0,4.0,5.0,4.0,semi-detached duplex,Lekki,Lagos,75000000.0
4.0,4.0,5.0,2.0,terraced duplex,Gbagada,Lagos,75000000.0
5.0,5.0,6.0,5.0,detached duplex,Wuye,Abuja,250000000.0
5.0,5.0,6.0,9.0,detached duplex,Gwarinpa,Abuja,160000000.0
4.0,4.0,5.0,4.0,terraced duplex,Guzape District,Abuja,125000000.0
5.0,5.0,6.0,8.0,detached duplex,Guzape District,Abuja,250000000.0
3.0,3.0,3.0,3.0,terraced duplex,Ajah,Lagos,32000000.0
3.0,4.0,4.0,3.0,semi-detached duplex,Lekki,Lagos,120000000.0
6.0,6.0,7.0,10.0,detached duplex,Guzape District,Abuja,400000000.0
4.0,4.0,5.0,4.0,terraced duplex,Guzape District,Abuja,85000000.0
3.0,3.0,4.0,4.0,terraced duplex,Jahi,Abuja,120000000.0
4.0,4.0,5.0,10.0,semi-detached duplex,Kado,Abuja,200000000.0
4.0,4.0,5.0,7.0,semi-detached duplex,Wuse 2,Abuja,250000000.0
5.0,5.0,6.0,7.0,semi-detached duplex,Guzape District,Abuja,300000000.0
5.0,5.0,6.0,6.0,detached duplex,Guzape District,Abuja,230000000.0
5.0,5.0,6.0,5.0,detached duplex,Katampe,Abuja,390000000.0
3.0,3.0,4.0,4.0,terraced duplex,Gwarinpa,Abuja,55000000.0
5.0,5.0,5.0,5.0,detached duplex,Ajah,Lagos,100000000.0
5.0,6.0,7.0,5.0,detached duplex,Mowe Town,Ogun,16000000.0
5.0,4.0,4.0,4.0,detached duplex,Ajah,Lagos,120000000.0
5.0,6.0,6.0,2.0,terraced duplex,Gwarinpa,Abuja,55500000.0
5.0,5.0,5.0,3.0,detached duplex,Ajah,Lagos,130000000.0
3.0,3.0,4.0,6.0,semi-detached bungalow,Ibeju Lekki,Lagos,25000000.0
5.0,6.0,7.0,4.0,detached duplex,Magodo,Lagos,150000000.0
4.0,4.0,5.0,3.0,detached duplex,Lekki,Lagos,195000000.0
5.0,5.0,6.0,4.0,detached duplex,Guzape District,Abuja,160000000.0
4.0,4.0,5.0,2.0,detached duplex,Lekki,Lagos,75000000.0
5.0,5.0,6.0,5.0,detached duplex,Lekki,Lagos,250000000.0
4.0,4.0,5.0,2.0,terraced duplex,Lekki,Lagos,75000000.0
5.0,6.0,6.0,6.0,detached duplex,Alimosho,Lagos,68000000.0
3.0,3.0,4.0,2.0,terraced duplex,Lekki,Lagos,44000000.0
6.0,6.0,7.0,10.0,detached duplex,Alimosho,Lagos,55000000.0
3.0,4.0,4.0,4.0,block of flats,Life Camp,Abuja,30000000.0
4.0,4.0,5.0,3.0,detached duplex,Ajah,Lagos,115000000.0
5.0,5.0,6.0,3.0,detached duplex,Lekki,Lagos,350000000.0
5.0,5.0,6.0,8.0,detached duplex,Magodo,Lagos,185000000.0
4.0,4.0,5.0,4.0,semi-detached duplex,Magodo,Lagos,145000000.0
5.0,5.0,6.0,5.0,detached duplex,Ogudu,Lagos,200000000.0
4.0,4.0,5.0,4.0,detached duplex,Ajah,Lagos,45000000.0
5.0,6.0,6.0,5.0,semi-detached duplex,Asokoro District,Abuja,230000000.0
4.0,4.0,5.0,4.0,semi-detached duplex,Ipaja,Lagos,65000000.0
5.0,5.0,5.0,3.0,semi-detached duplex,Magboro,Ogun,100000000.0
4.0,5.0,5.0,6.0,detached duplex,Port Harcourt,Rivers,92000000.0
4.0,5.0,5.0,9.0,detached duplex,Port Harcourt,Rivers,110000000.0
4.0,4.0,5.0,3.0,terraced duplex,Ikoyi,Lagos,390000000.0
4.0,5.0,5.0,3.0,terraced duplex,Lekki,Lagos,80000000.0
4.0,5.0,5.0,4.0,detached duplex,Ajah,Lagos,125000000.0
4.0,5.0,6.0,3.0,terraced duplex,Ojodu,Lagos,53000000.0
5.0,4.0,4.0,5.0,detached duplex,Ajah,Lagos,75000000.0
3.0,3.0,4.0,2.0,terraced duplex,Ikoyi,Lagos,350000000.0
4.0,4.0,5.0,2.0,semi-detached duplex,Lekki,Lagos,75000000.0
4.0,4.0,5.0,2.0,semi-detached duplex,Lekki,Lagos,70000000.0
5.0,5.0,6.0,10.0,detached duplex,Lekki,Lagos,400000000.0
5.0,5.0,6.0,4.0,detached duplex,Lekki,Lagos,250000000.0
5.0,5.0,6.0,5.0,semi-detached duplex,Lekki,Lagos,350000000.0
5.0,5.0,6.0,4.0,semi-detached duplex,Lekki,Lagos,140000000.0
4.0,5.0,5.0,5.0,terraced duplex,Ikeja,Lagos,125000000.0
4.0,4.0,5.0,2.0,semi-detached duplex,Lekki,Lagos,80000000.0
4.0,4.0,5.0,2.0,semi-detached duplex,Lekki,Lagos,60000000.0
5.0,5.0,6.0,3.0,detached duplex,Lekki,Lagos,75000000.0
4.0,4.0,5.0,2.0,terraced duplex,Ajah,Lagos,52000000.0
4.0,4.0,5.0,3.0,terraced duplex,Ikoyi,Lagos,380000000.0
4.0,4.0,5.0,3.0,semi-detached duplex,Lekki,Lagos,170000000.0
3.0,3.0,4.0,2.0,terraced duplex,Lekki,Lagos,35000000.0
5.0,6.0,6.0,5.0,detached duplex,Lekki,Lagos,370000000.0
4.0,5.0,5.0,6.0,detached duplex,Katampe,Abuja,320000000.0
4.0,5.0,5.0,4.0,terraced duplex,Katampe,Abuja,95000000.0
3.0,4.0,4.0,6.0,detached bungalow,Gwarinpa,Abuja,75000000.0
5.0,5.0,6.0,6.0,detached duplex,Ikeja,Lagos,250000000.0
5.0,5.0,6.0,8.0,detached duplex,Lekki,Lagos,380000000.0
4.0,4.0,5.0,3.0,detached duplex,Lekki,Lagos,83000000.0
4.0,4.0,5.0,4.0,semi-detached duplex,Magodo,Lagos,150000000.0
5.0,5.0,6.0,5.0,detached duplex,Magodo,Lagos,180000000.0
5.0,6.0,6.0,4.0,terraced duplex,Wuye,Abuja,150000000.0
4.0,4.0,5.0,4.0,detached duplex,Lekki,Lagos,85000000.0
5.0,5.0,6.0,5.0,detached duplex,Lekki,Lagos,360000000.0
4.0,5.0,6.0,3.0,semi-detached duplex,Lekki,Lagos,85000000.0
5.0,6.0,7.0,4.0,detached duplex,Ajah,Lagos,82000000.0
4.0,5.0,6.0,5.0,semi-detached duplex,Lekki,Lagos,75000000.0
4.0,5.0,6.0,4.0,detached duplex,Lekki,Lagos,100000000.0
4.0,4.0,5.0,3.0,semi-detached duplex,Lekki,Lagos,85000000.0
5.0,5.0,6.0,10.0,detached duplex,Lekki,Lagos,200000000.0
3.0,3.0,4.0,4.0,semi-detached bungalow,Kubwa,Abuja,37000000.0
3.0,3.0,3.0,2.0,terraced duplex,Ajah,Lagos,45000000.0
5.0,5.0,6.0,10.0,detached duplex,Lekki,Lagos,350000000.0
4.0,4.0,5.0,8.0,semi-detached bungalow,Lekki,Lagos,45000000.0
5.0,5.0,5.0,5.0,detached duplex,Lekki,Lagos,350000000.0
5.0,6.0,6.0,3.0,terraced duplex,Gwarinpa,Abuja,55500000.0
4.0,4.0,5.0,3.0,detached duplex,Ajah,Lagos,100000000.0
5.0,6.0,6.0,4.0,detached duplex,Lekki,Lagos,190000000.0
3.0,4.0,4.0,3.0,block of flats,Dakibiyu,Abuja,35000000.0
5.0,5.0,6.0,2.0,detached duplex,Lekki,Lagos,145000000.0
3.0,3.0,4.0,2.0,semi-detached duplex,Ajah,Lagos,42000000.0
3.0,5.0,5.0,2.0,terraced duplex,Lekki,Lagos,49500000.0
4.0,6.0,6.0,2.0,terraced duplex,Lekki,Lagos,66500000.0
5.0,5.0,6.0,6.0,semi-detached duplex,Ikorodu,Lagos,35000000.0
4.0,4.0,5.0,6.0,detached bungalow,Ibadan,Oyo,27000000.0
3.0,4.0,4.0,3.0,block of flats,Apo,Abuja,45000000.0
5.0,5.0,6.0,5.0,semi-detached duplex,Lekki,Lagos,230000000.0
4.0,4.0,5.0,2.0,terraced duplex,Lekki,Lagos,115000000.0
4.0,4.0,5.0,6.0,semi-detached duplex,Magodo,Lagos,130000000.0
5.0,5.0,5.0,3.0,detached duplex,Ajah,Lagos,75000000.0
4.0,4.0,5.0,4.0,semi-detached duplex,Magodo,Lagos,110000000.0
4.0,4.0,5.0,3.0,terraced duplex,Ogudu,Lagos,150000000.0
4.0,4.0,5.0,3.0,terraced duplex,Lekki,Lagos,85000000.0
3.0,3.0,4.0,3.0,terraced duplex,Ajah,Lagos,60000000.0
5.0,5.0,6.0,2.0,detached duplex,Ajah,Lagos,75000000.0
3.0,3.0,4.0,3.0,terraced duplex,Ajah,Lagos,30000000.0
4.0,4.0,5.0,4.0,terraced duplex,Karmo,Abuja,90000000.0
5.0,6.0,6.0,7.0,detached duplex,Apo,Abuja,85000000.0
5.0,6.0,6.0,4.0,detached duplex,Apo,Abuja,90000000.0
4.0,4.0,5.0,3.0,semi-detached duplex,Central Business District,Abuja,10000000.0
4.0,4.0,5.0,3.0,semi-detached duplex,Lekki,Lagos,160000000.0
4.0,4.0,5.0,3.0,terraced duplex,Ajah,Lagos,180000000.0
4.0,4.0,5.0,3.0,detached duplex,Ajah,Lagos,150000000.0
4.0,4.0,5.0,5.0,detached duplex,Ikeja,Lagos,245000000.0
4.0,4.0,5.0,4.0,semi-detached duplex,Ikeja,Lagos,125000000.0
3.0,3.0,4.0,2.0,block of flats,Lekki,Lagos,27000000.0
5.0,6.0,6.0,3.0,semi-detached duplex,Lekki,Lagos,100000000.0
4.0,4.0,5.0,2.0,terraced duplex,Ikoyi,Lagos,250000000.0
4.0,4.0,5.0,2.0,terraced duplex,Lekki,Lagos,80000000.0
5.0,6.0,7.0,5.0,detached duplex,Lekki,Lagos,115000000.0
3.0,3.0,4.0,8.0,detached bungalow,Ibeju Lekki,Lagos,28000000.0
4.0,4.0,5.0,2.0,semi-detached duplex,Lekki,Lagos,120000000.0
4.0,4.0,5.0,2.0,terraced duplex,Lekki,Lagos,190000000.0
5.0,5.0,6.0,3.0,detached duplex,Lekki,Lagos,280000000.0
4.0,4.0,5.0,4.0,detached duplex,Lekki,Lagos,130000000.0
4.0,4.0,5.0,3.0,terraced duplex,Lekki,Lagos,68000000.0
4.0,4.0,5.0,2.0,terraced duplex,Jabi,Abuja,180000000.0
4.0,5.0,5.0,6.0,terraced duplex,Ajah,Lagos,47000000.0
5.0,5.0,6.0,5.0,detached duplex,Ajah,Lagos,95000000.0
5.0,5.0,6.0,4.0,detached duplex,Lekki,Lagos,180000000.0
4.0,4.0,5.0,4.0,detached duplex,Lekki,Lagos,250000000.0
4.0,4.0,5.0,4.0,semi-detached duplex,Lekki,Lagos,140000000.0
4.0,4.0,5.0,4.0,semi-detached duplex,Ikoyi,Lagos,270000000.0
5.0,5.0,6.0,4.0,terraced duplex,Ikoyi,Lagos,350000000.0
4.0,4.0,5.0,4.0,terraced duplex,Ikoyi,Lagos,280000000.0
5.0,5.0,6.0,5.0,detached duplex,Ikoyi,Lagos,270000000.0
4.0,4.0,5.0,3.0,semi-detached duplex,Ikoyi,Lagos,400000000.0
4.0,4.0,5.0,3.0,terraced duplex,Ikoyi,Lagos,220000000.0
4.0,4.0,5.0,2.0,block of flats,Ikoyi,Lagos,290000000.0
4.0,4.0,5.0,4.0,terraced duplex,Lekki,Lagos,65000000.0
4.0,4.0,5.0,5.0,semi-detached duplex,Lekki,Lagos,95000000.0
4.0,4.0,4.0,4.0,detached bungalow,Enugu,Enugu,30000000.0
4.0,4.0,5.0,10.0,detached duplex,Enugu,Enugu,45000000.0
5.0,5.0,6.0,8.0,detached duplex,Enugu,Enugu,45000000.0
3.0,3.0,4.0,4.0,detached bungalow,Enugu,Enugu,40000000.0
4.0,4.0,5.0,4.0,semi-detached duplex,Enugu,Enugu,65000000.0
4.0,4.0,5.0,3.0,terraced duplex,Lekki,Lagos,63000000.0
4.0,4.0,5.0,3.0,terraced duplex,Lekki,Lagos,65000000.0
5.0,5.0,5.0,4.0,detached duplex,Lekki,Lagos,200000000.0
5.0,5.0,6.0,4.0,semi-detached duplex,Magodo,Lagos,110000000.0
5.0,5.0,5.0,3.0,detached duplex,Lekki,Lagos,280000000.0
4.0,5.0,5.0,10.0,terraced duplex,Gwarinpa,Abuja,60000000.0
4.0,4.0,5.0,4.0,semi-detached duplex,Ajah,Lagos,170000000.0
4.0,4.0,5.0,3.0,semi-detached duplex,Lekki,Lagos,115000000.0
4.0,4.0,5.0,4.0,detached duplex,Lekki,Lagos,120000000.0
3.0,3.0,3.0,3.0,terraced duplex,Ajah,Lagos,45000000.0
5.0,5.0,5.0,4.0,semi-detached duplex,Lekki,Lagos,160000000.0
5.0,5.0,6.0,5.0,semi-detached duplex,Ajah,Lagos,150000000.0
5.0,5.0,6.0,7.0,detached duplex,Lekki,Lagos,250000000.0
4.0,4.0,4.0,4.0,detached duplex,Lekki,Lagos,110000000.0
4.0,4.0,4.0,4.0,semi-detached duplex,Lekki,Lagos,105000000.0
4.0,4.0,4.0,4.0,semi-detached duplex,Ajah,Lagos,160000000.0
3.0,3.0,4.0,3.0,terraced duplex,Lekki,Lagos,85000000.0
4.0,4.0,5.0,2.0,terraced duplex,Lekki,Lagos,88000000.0
4.0,4.0,5.0,2.0,terraced duplex,Lekki,Lagos,90000000.0
4.0,4.0,5.0,2.0,semi-detached duplex,Lekki,Lagos,65000000.0
3.0,3.0,4.0,2.0,terraced duplex,Ajah,Lagos,54000000.0
4.0,4.0,5.0,2.0,terraced duplex,Ajah,Lagos,55000000.0
4.0,5.0,5.0,5.0,detached duplex,Lekki,Lagos,85000000.0
5.0,5.0,6.0,3.0,detached duplex,Ajah,Lagos,75000000.0
5.0,4.0,6.0,3.0,terraced duplex,Lekki,Lagos,150000000.0
4.0,4.0,5.0,3.0,terraced duplex,Lekki,Lagos,70000000.0
4.0,4.0,4.0,4.0,semi-detached duplex,Lekki,Lagos,155000000.0
4.0,4.0,5.0,3.0,detached duplex,Lekki,Lagos,140000000.0
4.0,4.0,5.0,2.0,terraced duplex,Lekki,Lagos,170000000.0
4.0,4.0,5.0,4.0,semi-detached duplex,Lekki,Lagos,260000000.0
5.0,5.0,6.0,5.0,detached duplex,Lekki,Lagos,185000000.0
4.0,4.0,5.0,4.0,semi-detached duplex,Lekki,Lagos,95000000.0
5.0,5.0,6.0,6.0,semi-detached duplex,Lekki,Lagos,360000000.0
3.0,3.0,3.0,3.0,semi-detached duplex,Ajah,Lagos,55000000.0
5.0,5.0,6.0,6.0,detached duplex,Lekki,Lagos,190000000.0
3.0,4.0,4.0,3.0,block of flats,Jahi,Abuja,55000000.0
4.0,4.0,5.0,4.0,semi-detached duplex,Lekki,Lagos,70000000.0
4.0,4.0,5.0,6.0,semi-detached duplex,Victoria Island (VI),Lagos,335000000.0
5.0,5.0,6.0,5.0,detached duplex,Lugbe District,Abuja,60000000.0
